ezed,278813572,1432000513,domain_users,**Never logged in**,domain_users,dna_aws_hpc,datahub-genetics-ukb53639,,,,,,,,,,,,,,,,,,,,,,
fdjl,1022239061,1432000513,domain_users,**Never logged in**,domain_users,dna_aws_hpc,REDDP_READER_P,,,,,,,,,,,,,,,,,,,,,,
feob,856774313,1432000513,domain_users,Mon Aug  4 07:50:42 +0000 2025,domain_users,dna_aws_hpc,REDDP_READER_P,,,,,,,,,,,,,,,,,,,,,,
flgs,856641100,1432000513,domain_users,Wed Jun 18 07:08:12 +0000 2025,domain_users,dna_aws_hpc,,,,,,,,,,,,,,,,,,,,,,,
flkg,1022247538,1432000513,domain_users,**Never logged in**,domain_users,ad_jira_red,dna_aws_hpc,nlp_rag,hpc_scientific_intelligence,,,,,,,,,,,,,,,,,,,,
flpa,856776937,1432000513,domain_users,Fri Jul 25 16:10:30 +0000 2025,domain_users,ad_jira_red,dna_aws_hpc,APC,seqplat_ws_scrnaseq,,,,,,,,,,,,,,,,,,,,
fmkz,856782444,1432000513,domain_users,**Never logged in**,domain_users,ad_jira_red,dna_aws_hpc,NNmegaTAL,mega,,,,,,,,,,,,,,,,,,,,
fmob,1022251327,1432000513,domain_users,**Never logged in**,domain_users,seqplat_ws_scrnaseq,dna_aws_hpc,dept105,nnrco,,,,,,,,,,,,,,,,,,,,
fmpk,1022262381,1432000513,domain_users,Tue Jul 29 11:13:25 +0000 2025,domain_users,ad_jira_red,dna_aws_hpc,dewp_image_analys,TnT-Admin,REDDP_READER_P,reddp_tde_hci_img_r,reddp-dpt-img-prd-d,,,,,,,,,,,,,,,,,
frsy,856777012,1432000513,domain_users,**Never logged in**,domain_users,dna_aws_hpc,,,,,,,,,,,,,,,,,,,,,,,
frza,573569527,1432000513,domain_users,**Never logged in**,domain_users,isoseq_dicerna_compbio,ad_jira_red,dna_aws_hpc,gnat_sysbio,REDDP_READER_P,NAR_SysBio_VisiumHD,,,,,,,,,,,,,,,,,,
fyfi,856741082,1432000513,domain_users,**Never logged in**,domain_users,dna_aws_hpc,REDDP_READER_P,,,,,,,,,,,,,,,,,,,,,,
fzgo,573505897,1432000513,domain_users,Mon Aug  4 12:53:45 +0000 2025,domain_users,dna_aws_hpc,nn_bdas_reader,,,,,,,,,,,,,,,,,,,,,,
fzsg,1562397260,1432000513,domain_users,**Never logged in**,domain_users,genetics_ukb65851,genetics_ukb53639,ad_jira_red,dna_aws_hpc,nnrco,mlobesity,edison,datahub-genetics-ukb53639,,,,,,,,,,,,,,,,
gabt,206947886,1432000513,domain_users,**Never logged in**,domain_users,adv-omics,ad_jira_red,dna_aws_hpc,longread_adipose,USLX-LRSeqD-access,REDDP_READER_P,,,,,,,,,,,,,,,,,,
gatl,278897218,1432000513,domain_users,Mon Aug  4 18:26:31 +0000 2025,domain_users,dept105,isoseq_dicerna_compbio,genetics_ukb53639,ad_jira_red,nnrco_nnrcc_genetics,dna_aws_hpc,nnrco,step_genetics,datahub-dept105,REDDP_READER_P,beta_cell_2025,tde_campaigns,datahub-genetics-ukb53639,,,,,,,,,,,
gcma,981244915,1432000513,domain_users,**Never logged in**,domain_users,applygtex,mdu,genetics_ukb53639,ad_jira_red,dna_aws_hpc,nnrco,PPI_correlation_visium,datahub-mdu,REDDP_READER_P,,,,,,,,,,,,,,,
gcrt,278813228,1432000513,domain_users,**Never logged in**,domain_users,sysbiotarget,ad_jira_red,dna_aws_hpc,nnrco,REDDP_READER_P,tde_campaigns,,,,,,,,,,,,,,,,,,
gdcr,1022254276,1432000513,domain_users,**Never logged in**,domain_users,dept105,dna_aws_hpc,nnrco,,,,,,,,,,,,,,,,,,,,,
gesc,1432012704,1432000513,domain_users,**Never logged in**,domain_users,cdd,cryosparc,massif_seed_library,417_AKA_offline,dna_aws_hpc,REDDP_READER_P,,,,,,,,,,,,,,,,,,
gjih,1022250071,1432000513,domain_users,**Never logged in**,domain_users,sysbiotarget,ad_jira_red,dna_aws_hpc,datahub-genetics-ukb53639,REDDP_READER_P,,,,,,,,,,,,,,,,,,,
gmgz,648816845,1432000513,domain_users,Fri Aug  1 09:49:28 +0000 2025,domain_users,dept105,snatac_seq_ascvd,genetics_ukb53639,ad_jira_red,dna_aws_hpc,nnrco,step_genetics,datahub-dept105,datahub-genetics-ukb53639,tde_campaigns,,,,,,,,,,,,,,
gmse,981314752,1432000513,domain_users,**Never logged in**,domain_users,ad_jira_red,dna_aws_hpc,,,,,,,,,,,,,,,,,,,,,,
gomh,1022254142,1432000513,domain_users,**Never logged in**,domain_users,dna_aws_hpc,,,,,,,,,,,,,,,,,,,,,,,
grnu,1022226986,1432000513,domain_users,**Never logged in**,domain_users,dna_aws_hpc,nlp_rag,hpc_scientific_intelligence,,,,,,,,,,,,,,,,,,,,,
gsii,481800917,1432000513,domain_users,**Never logged in**,domain_users,genetics_ukb53639,dna_aws_hpc,REDDP_READER_P,,,,,,,,,,,,,,,,,,,,,
gtmh,206986775,1432000513,domain_users,**Never logged in**,domain_users,ad_jira_red,dna_aws_hpc,REDDP_READER_P,,,,,,,,,,,,,,,,,,,,,
gtrm,206978565,1432000513,domain_users,**Never logged in**,domain_users,dna_aws_hpc,OMERO-Users,REDDP_READER_P,,,,,,,,,,,,,,,,,,,,,
gzhg,981311757,1432000513,domain_users,Mon Jul 28 12:51:40 +0000 2025,domain_users,dept105,ukb_proteomics,genetics_ukb65851,Backman2021_WES,aagenetics,genetics_ukb53639,ad_jira_red,dna_aws_hpc,nnrco,biobeat,datahub-dept105,datahub-genetics-ukb53639,TORCH,,,,,,,,,,,
hchy,981244758,1432000513,domain_users,**Never logged in**,domain_users,cdd,massif_seed_library,minibinders_library,ad_jira_red,dna_aws_hpc,REDDP_READER_P,,,,,,,,,,,,,,,,,,
hcnw,1022227067,1432000513,domain_users,**Never logged in**,domain_users,ad_jira_red,dna_aws_hpc,,,,,,,,,,,,,,,,,,,,,,
hct,589639811,1432000513,domain_users,**Never logged in**,domain_users,ad_jira_red,dna_aws_hpc,NNmegaTAL,mega,USLX-LRSeqD-access,REDDP_READER_P,,,,,,,,,,,,,,,,,,
hecg,278975813,1432000513,domain_users,Mon Aug  4 14:59:36 +0000 2025,domain_users,dept105,genetics_ukb65851,genetics_ukb53639,ad_jira_red,genetics_starnet,dna_aws_hpc,nnrco,datahub-finngen-ukbb,datahub-ldscore,datahub-dept105,datahub-genetics-ukb53639,datahub-dept-105-admin,,,,,,,,,,,,
hfsg,1022239078,1432000513,domain_users,Mon Aug  4 20:36:02 +0000 2025,domain_users,dna_aws_hpc,nlp_rag,hpc_scientific_intelligence,,,,,,,,,,,,,,,,,,,,,
hhht,1022285286,1432000513,domain_users,**Never logged in**,domain_users,dna_aws_hpc,DD_AWS_Image_Solutions,GFS_POC_Image_Solutions,,,,,,,,,,,,,,,,,,,,,
hhkw,1003073859,1432000513,domain_users,**Never logged in**,domain_users,dna_aws_hpc,REDDP_READER_P,,,,,,,,,,,,,,,,,,,,,,
hhsd,1022294125,1432000513,domain_users,Mon Aug  4 13:11:48 +0000 2025,domain_users,dna_aws_hpc,genetics_ukb53639,datahub-genetics-ukb53639,,,,,,,,,,,,,,,,,,,,,
